GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.KeySet,77,0,8,0,15,0,10,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapIterator,146,0,10,0,36,0,16,0,11,0
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntrySetIterator,21,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.ValuesIterator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.new LazyIteratorChain() {...},36,0,2,0,6,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.ValuesIterator,41,0,2,0,11,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap.SingletonValues,27,0,0,0,8,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,EntrySetToMapIteratorAdapter,57,0,2,0,18,0,10,0,9,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntry,222,0,42,0,42,0,30,0,9,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.KeySet,53,0,4,0,15,0,8,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,PassiveExpiringMap,272,0,18,0,74,0,36,0,27,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySet,116,0,10,0,21,0,9,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapEntry,22,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceMapIterator,48,0,6,0,15,0,8,0,5,0
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.EntryIterator,11,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,HashedMap,35,0,0,0,15,0,7,0,7,0
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.EntrySet,116,0,10,0,24,0,11,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,LRUMap,499,0,40,0,104,0,45,0,25,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiKeyMap,1580,0,300,0,311,0,189,0,39,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.MapEntry,20,0,0,0,6,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap.SingletonMapIterator,123,0,14,0,31,0,18,0,11,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap,434,21,42,0,95,5,47,2,26,2
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.Values,40,0,2,0,9,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,FixedSizeSortedMap,115,0,4,0,27,0,19,0,17,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map,1391,0,290,0,358,0,184,0,23,0
Apache Commons Collections,org.apache.commons.collections4.map,LinkedMap,85,0,4,0,25,0,14,0,12,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySetIterator,24,0,0,0,6,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySet,38,0,2,0,8,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,ReferenceMap,52,0,0,0,16,0,7,0,7,0
Apache Commons Collections,org.apache.commons.collections4.map,DefaultedMap,90,0,8,0,25,0,13,0,9,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedIterator,34,0,0,0,9,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.ReflectionFactory,41,0,4,0,10,0,5,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceValuesIterator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractMapDecorator,76,16,3,1,21,6,17,3,15,3
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap,613,0,74,0,134,0,56,0,19,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySet,35,0,0,0,11,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap,304,0,35,0,79,0,51,0,33,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySetIterator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.EntrySet,64,0,10,0,19,0,11,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.KeySetIterator,12,0,0,0,4,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntryIterator,76,0,6,0,17,0,7,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntrySetIterator,7,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,CaseInsensitiveMap,65,0,4,0,21,0,10,0,8,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator.SortedMapIterator,29,0,0,0,8,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ValuesView,44,0,0,0,11,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.EntrySetIterator,7,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractIterableMap,6,3,0,0,1,1,1,1,1,1
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap,341,0,40,0,76,0,43,0,23,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySet,34,0,2,0,8,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableSortedMap,84,12,1,1,21,4,16,2,15,2
Apache Commons Collections,org.apache.commons.collections4.map,ReferenceIdentityMap,85,0,6,0,22,0,14,0,11,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashMapIterator,48,0,6,0,15,0,8,0,5,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator,66,8,4,0,14,3,12,2,10,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkMapIterator,52,0,6,0,16,0,9,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap,340,0,44,0,88,0,44,0,22,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashIterator,153,0,20,0,38,0,16,0,6,0
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.Values,21,0,0,0,5,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySetIterator,7,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableOrderedMap,72,0,2,0,24,0,13,0,12,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.EntrySetView,92,0,8,0,26,0,16,0,12,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.ValuesIterator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashEntry,109,0,22,0,24,0,18,0,7,0
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntry,11,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap.WrappedList,174,0,12,0,44,0,20,0,14,0
Apache Commons Collections,org.apache.commons.collections4.multimap,ArrayListValuedHashMap,82,0,2,0,26,0,10,0,9,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap.ValuesListIterator,120,0,4,0,29,0,13,0,11,0
Apache Commons Collections,org.apache.commons.collections4.multimap,TransformedMultiValuedMap,166,0,20,0,37,0,19,0,9,0
Apache Commons Collections,org.apache.commons.collections4.multimap,HashSetValuedHashMap,63,0,0,0,21,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer,12,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap,434,0,58,0,97,0,58,0,29,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues.1.new Transformer() {...},20,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapEntry,12,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap,27,0,0,0,8,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer.new AbstractMultiSet.AbstractEntry() {...},19,0,0,0,3,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues.new LazyIteratorChain() {...},49,0,2,0,8,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.WrappedCollection,232,0,34,0,64,0,33,0,16,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.ValuesIterator,43,0,2,0,11,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet,56,0,2,0,12,0,8,0,7,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySet,50,0,2,0,11,0,7,0,6,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues,15,0,0,0,3,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,79,0,2,0,19,0,17,0,16,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapIterator,66,0,6,0,18,0,10,0,7,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap,90,0,8,0,24,0,15,0,11,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.Values,40,0,2,0,9,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractSetValuedMap,27,0,0,0,8,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySetIterator,24,0,0,0,6,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,124,0,4,0,31,0,26,0,24,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractSetValuedMap.WrappedSet,37,0,4,0,12,0,5,0,3,0
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableSet,45,0,2,0,13,0,10,0,9,0
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableSortedSet,83,0,2,0,24,0,15,0,14,0
Apache Commons Collections,org.apache.commons.collections4.set,MapBackedSet,156,0,10,0,32,0,23,0,18,0
Apache Commons Collections,org.apache.commons.collections4.set,ListOrderedSet.OrderedSetIterator,42,0,0,0,12,0,5,0,5,0
Apache Commons Collections,org.apache.commons.collections4.set,TransformedSet,67,0,8,0,12,0,9,0,5,0
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSetDecorator,27,0,4,0,7,0,7,0,5,0
Apache Commons Collections,org.apache.commons.collections4.set,AbstractNavigableSetDecorator,67,0,0,0,16,0,14,0,14,0
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableNavigableSet,122,0,2,0,32,0,20,0,19,0
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSerializableSetDecorator,19,0,0,0,8,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedSet,31,0,4,0,6,0,7,0,5,0
Apache Commons Collections,org.apache.commons.collections4.set,CompositeSet,478,0,64,0,115,0,58,0,26,0
Apache Commons Collections,org.apache.commons.collections4.set,ListOrderedSet,308,0,36,0,80,0,40,0,22,0
Apache Commons Collections,org.apache.commons.collections4.set,TransformedSortedSet,104,0,4,0,20,0,12,0,10,0
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSortedSetDecorator,39,0,0,0,11,0,9,0,9,0
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedNavigableSet,89,0,0,0,18,0,14,0,14,0
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedSortedSet,64,0,0,0,13,0,9,0,9,0
Apache Commons Collections,org.apache.commons.collections4.set,TransformedNavigableSet,129,0,4,0,25,0,17,0,15,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EnumerationIterator,65,0,4,0,21,0,10,0,8,0
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorChain,238,0,20,0,56,0,24,0,14,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyMapIterator,2,8,0,0,1,3,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.iterators,SingletonIterator,75,0,14,0,22,0,13,0,6,0
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectArrayIterator,111,0,12,0,29,0,16,0,10,0
Apache Commons Collections,org.apache.commons.collections4.iterators,FilterIterator,115,0,14,0,38,0,18,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,SkippingIterator,60,0,8,0,17,0,8,0,4,0
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorIterable,44,0,6,0,12,0,7,0,4,0
Apache Commons Collections,org.apache.commons.collections4.iterators,ReverseListIterator,110,0,8,0,33,0,15,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractListIteratorDecorator,54,0,2,0,18,0,12,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyIterator,4,10,0,0,2,4,2,2,2,2
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractUntypedIteratorDecorator,24,0,2,0,9,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.iterators,TransformIterator,51,0,0,0,20,0,11,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,ArrayListIterator,118,0,8,0,26,0,15,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIterator,59,0,4,0,17,0,12,0,10,0
Apache Commons Collections,org.apache.commons.collections4.iterators,LoopingIterator,56,0,8,0,17,0,10,0,6,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedMapIterator,2,8,0,0,1,3,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.iterators,NodeListIterator,78,0,12,0,16,0,11,0,5,0
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyMapIterator,15,3,0,0,3,2,3,1,3,1
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractIteratorDecorator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectGraphIterator,195,0,30,0,56,0,23,0,8,0
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableIterator,38,0,4,0,12,0,7,0,5,0
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorIterable.new Iterator() {...},18,0,0,0,5,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.iterators,LazyIteratorChain,99,0,12,0,28,0,11,0,5,0
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,41,0,2,0,13,0,9,0,8,0
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,49,0,2,0,15,0,11,0,10,0
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableListIterator,64,0,4,0,18,0,13,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,LoopingListIterator,153,0,24,0,43,0,25,0,13,0
Apache Commons Collections,org.apache.commons.collections4.iterators,BoundedIterator,122,0,18,0,32,0,15,0,6,0
Apache Commons Collections,org.apache.commons.collections4.iterators,PeekingIterator,135,0,24,0,39,0,20,0,8,0
Apache Commons Collections,org.apache.commons.collections4.iterators,SingletonListIterator,127,0,28,0,32,0,25,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableMapIterator,51,0,4,0,15,0,10,0,8,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyListIterator,4,10,0,0,2,4,2,2,2,2
Apache Commons Collections,org.apache.commons.collections4.iterators,FilterListIterator,259,0,36,0,78,0,39,0,21,0
Apache Commons Collections,org.apache.commons.collections4.iterators,CollatingIterator,401,0,48,0,105,0,46,0,22,0
Apache Commons Collections,org.apache.commons.collections4.iterators,ZippingIterator,139,0,14,0,35,0,13,0,6,0
Apache Commons Collections,org.apache.commons.collections4.iterators,UniqueFilterIterator,5,0,0,0,2,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4.iterators,PermutationIterator,262,0,34,0,45,0,21,0,4,0
Apache Commons Collections,org.apache.commons.collections4.iterators,PushbackIterator,62,0,8,0,15,0,10,0,6,0
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorEnumeration,24,0,0,0,10,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EntrySetMapIterator,121,0,10,0,31,0,14,0,9,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedIterator,2,8,0,0,1,3,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.iterators,ArrayIterator,131,0,10,0,31,0,16,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyIterator,34,3,0,0,10,2,10,1,10,1
Apache Commons Collections,org.apache.commons.collections4.iterators,ListIteratorWrapper,294,0,40,0,72,0,31,0,11,0
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectArrayListIterator,118,0,8,0,26,0,15,0,11,0
Apache Commons Collections,org.apache.commons.collections4,PredicateUtils,107,3,0,0,30,1,28,1,28,1
Apache Commons Collections,org.apache.commons.collections4,FunctorException,16,0,0,0,8,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4,EnumerationUtils,53,0,6,0,13,0,6,0,3,0
Apache Commons Collections,org.apache.commons.collections4,BagUtils,47,0,0,0,14,0,12,0,12,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.2.new LazyIteratorChain() {...},23,0,2,0,4,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4,ListUtils.LcsVisitor,19,0,0,0,8,0,5,0,5,0
Apache Commons Collections,org.apache.commons.collections4,SetUtils,195,0,32,0,48,0,39,0,23,0
Apache Commons Collections,org.apache.commons.collections4,ComparatorUtils,114,0,18,0,29,0,20,0,11,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.UnmodifiableIterable,11,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,FluentIterable,184,6,4,0,42,3,35,1,33,1
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},53,0,4,0,5,0,7,0,5,0
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},33,0,4,0,3,0,5,0,3,0
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new Predicate() {...},11,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},33,0,4,0,3,0,5,0,3,0
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new Predicate() {...},15,0,2,0,2,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},54,0,8,0,5,0,9,0,5,0
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.SetOperationCardinalityHelper,48,0,2,0,11,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.7.new LazyIteratorChain() {...},18,0,2,0,4,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IteratorUtils,838,33,136,6,213,12,136,4,67,2
Apache Commons Collections,org.apache.commons.collections4,SetUtils.SetView,27,0,0,0,8,0,5,0,5,0
Apache Commons Collections,org.apache.commons.collections4,ClosureUtils,112,0,4,0,28,0,18,0,16,0
Apache Commons Collections,org.apache.commons.collections4,SplitMapUtils,45,0,10,0,11,0,7,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},13,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},17,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},44,0,2,0,6,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},16,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},11,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},16,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},16,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},22,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},18,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils,1428,0,258,0,341,0,196,0,67,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},11,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},2,3,0,0,1,1,1,1,1,1
Apache Commons Collections,org.apache.commons.collections4,MultiMapUtils,106,0,20,0,30,0,22,0,12,0
Apache Commons Collections,org.apache.commons.collections4,TrieUtils,3,0,0,0,1,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils,564,16,61,1,123,3,71,3,40,3
Apache Commons Collections,org.apache.commons.collections4,ArrayStack,93,0,16,0,30,0,16,0,8,0
Apache Commons Collections,org.apache.commons.collections4,FactoryUtils,21,0,0,0,6,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4,MapUtils,177,916,32,156,41,265,46,122,17,57
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.EquatorWrapper,34,0,2,0,10,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},16,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},24,0,2,0,4,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4,ListUtils,416,0,74,0,98,0,60,0,23,0
Apache Commons Collections,org.apache.commons.collections4,QueueUtils,19,0,0,0,5,0,5,0,5,0
Apache Commons Collections,org.apache.commons.collections4,ListUtils.Partition,97,0,6,0,16,0,7,0,4,0
Apache Commons Collections,org.apache.commons.collections4,MultiSetUtils,18,0,0,0,6,0,5,0,5,0
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},13,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},13,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},13,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4,ListUtils.CharSequenceAsList,16,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4,MapUtils.new AbstractMapDecorator() {...},0,4,0,0,0,1,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4,MapUtils.new AbstractSortedMapDecorator() {...},0,4,0,0,0,1,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4,SplitMapUtils.WrappedGet,109,0,8,0,23,0,20,0,16,0
Apache Commons Collections,org.apache.commons.collections4,TransformerUtils,135,2,4,0,33,1,24,1,22,1
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.CardinalityHelper,51,0,2,0,12,0,7,0,6,0
Apache Commons Collections,org.apache.commons.collections4,SplitMapUtils.WrappedPut,85,0,6,0,21,0,18,0,15,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MutableInteger,24,0,4,0,7,0,5,0,3,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.UniqueSetIterator,53,0,2,0,16,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.multiset,SynchronizedMultiSet.SynchronizedSet,5,0,0,0,2,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.EntrySet,71,0,10,0,20,0,10,0,5,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,58,0,4,0,13,0,13,0,11,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.AbstractEntry,64,0,12,0,11,0,10,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multiset,HashMultiSet,30,0,0,0,12,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multiset,SynchronizedMultiSet,133,0,2,0,26,0,13,0,12,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MapBasedMultiSetIterator,116,0,14,0,27,0,11,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet,439,0,48,0,104,0,45,0,21,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.UniqueSet,41,0,2,0,10,0,8,0,7,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MultiSetEntry,16,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.MultiSetIterator,84,0,10,0,21,0,9,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.new Transformer() {...},9,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multiset,PredicatedMultiSet,68,0,4,0,14,0,13,0,11,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.EntrySetIterator,52,0,2,0,16,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet,310,0,46,0,77,0,45,0,22,0
Apache Commons Collections,org.apache.commons.collections4.multiset,UnmodifiableMultiSet,86,0,2,0,26,0,17,0,16,0
Apache Commons Collections,org.apache.commons.collections4.queue,AbstractQueueDecorator,32,0,0,0,10,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.queue,TransformedQueue,78,0,4,0,16,0,11,0,9,0
Apache Commons Collections,org.apache.commons.collections4.queue,CircularFifoQueue.new Iterator() {...},192,0,18,0,32,0,13,0,4,0
Apache Commons Collections,org.apache.commons.collections4.queue,CircularFifoQueue,364,0,48,0,92,0,45,0,21,0
Apache Commons Collections,org.apache.commons.collections4.queue,PredicatedQueue,39,0,0,0,10,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.queue,UnmodifiableQueue,72,0,2,0,22,0,15,0,14,0
