package,start_time,end_time,input_tokens,output_tokens,model,raw
pulp-cookbook-client,1780770323.0360389,1780770324.1507468,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
beta9,1780770324.150914,1780770325.2027872,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
uri-template,1780770325.202949,1780770326.357554,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson011016/5D8BVCv5pHnbBkv3K2WBj2eUCy2ERCuU3N8YQuyVu5MqDkSx_vgg,1780770326.35775,1780770327.4145348,876,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
display,1780770327.4147148,1780770328.6909351,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
winston-dashboard-vue,1780770328.6911092,1780770330.021471,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
gitget,1780770330.021659,1780770331.248138,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
d8s-ip-addresses,1780770331.2483041,1780770332.883662,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
liquid-glass-vue,1780770332.8838348,1780770334.218668,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-google-static-map,1780770334.2188458,1780770335.343672,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cspell-dict-es-es,1780770335.3438442,1780770336.470967,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
bbot,1780770336.471152,1780770337.5704901,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tria-sdk-web-dawn,1780770337.570646,1780770338.8278341,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
qtoml,1780770338.828008,1780770340.77121,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
array.prototype.findlastindex,1780770340.7713852,1780770342.171133,828,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ts-type-safe,1780770342.1713102,1780770343.434569,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
crack-ux,1780770343.434753,1780770344.604434,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
create-deft,1780770344.6046112,1780770345.993213,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
form,1780770345.993379,1780770347.120378,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
otp-input-react,1780770347.120537,1780770348.190378,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson011016/5CAUJQcv9sYMqXwDE2rQuazZk1NwkLoGSknPBfvMUjocySY7_vgg,1780770348.190538,1780770349.372768,870,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
chip,1780770349.373004,1780770350.601299,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
release,1780770350.6014621,1780770351.72818,817,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
jscore,1780770351.728348,1780770352.751872,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tokenizers-js,1780770352.75204,1780770356.478424,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cspell-dict-software-terms,1780770356.4786172,1780770357.87245,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
github.com/go-slash/captcha,1780770357.8726342,1780770359.2038348,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
liusc-utils,1780770359.204007,1780770360.431102,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
typenode,1780770360.431276,1780770361.570272,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ip2country,1780770361.570432,1780770362.889133,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-exo,1780770362.8893068,1780770364.118753,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
nubomed-ui,1780770364.1189299,1780770365.3469079,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-ow3,1780770365.3470788,1780770366.551532,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
stylelint-config-neon-order,1780770366.561027,1780770367.701926,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
extractous,1780770367.702101,1780770369.033233,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
http-request,1780770369.0334148,1780770370.26277,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tanker-ts-i18n,1780770370.26295,1780770371.6989539,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
vdkweb-utils,1780770371.699111,1780770373.7263732,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
core,1780770373.7265532,1780770375.074956,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react,1780770375.075126,1780770376.8156888,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
ui,1780770376.8158689,1780770378.046114,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
github.com/farseer-go/redis,1780770378.046278,1780770379.274234,827,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
kodiak2k,1780770379.2744,1780770380.431882,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
babel-preset-typescript,1780770380.432053,1780770381.5261881,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
fell-firm-add,1780770381.526366,1780770382.75807,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
api,1780770382.75825,1780770383.983521,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
xastscript,1780770383.983695,1780770385.418808,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
eslint-config-ts,1780770385.418988,1780770386.913034,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
commons-compress,1780770386.913244,1780770388.181294,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-api,1780770388.181507,1780770389.3094232,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
mexc-test,1780770389.3095942,1780770390.53807,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
gawk,1780770390.538243,1780770392.1386812,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
safe-regex-test,1780770392.138853,1780770393.302871,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
pytest-services,1780770393.303048,1780770394.633055,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tsconfig,1780770394.6332748,1780770395.845483,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
gith4ck,1780770395.8456361,1780770396.988508,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-utils,1780770396.988657,1780770399.342956,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
snsoft-lib,1780770399.3431108,1780770400.573219,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
serializer,1780770400.573371,1780770402.621894,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
color-plenty-lack9,1780770402.62205,1780770403.845639,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
FL33TW00D/whisper-medium,1780770403.845792,1780770405.013325,830,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
http-i18n,1780770405.013482,1780770406.204093,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
is-bigint,1780770406.204257,1780770407.4329119,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
subscribe,1780770407.433072,1780770408.6613572,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
base,1780770408.6615071,1780770410.197858,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
deface,1780770410.1980102,1780770411.254852,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
reflect.ownkeys,1780770411.255009,1780770412.504344,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
deffy,1780770412.504499,1780770413.667152,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
use-wallet-beta,1780770413.6673129,1780770414.908458,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
fate-cli,1780770414.9086342,1780770416.136611,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
create-arnav-app,1780770416.136815,1780770418.083575,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
eslint-config-ao-legacy,1780770418.0837498,1780770422.6906,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config,1780770422.690772,1780770423.9211562,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
sp-sdk,1780770423.921323,1780770425.14881,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
sgraph,1780770425.149062,1780770426.3765912,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
hic-iusto,1780770426.37676,1780770427.50334,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770427.50352,1780770428.73167,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-dom-factories,1780770428.731833,1780770429.8584309,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770429.8586051,1780770430.996574,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
0,1780770430.9967492,1780770432.086762,817,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
import-sort-style-delicious,1780770432.0869389,1780770433.443668,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
sqlite-xsv,1780770433.443845,1780770434.99057,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
is-generator-function,1780770434.990747,1780770436.207114,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
thales-utils,1780770436.2072861,1780770437.7428322,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
api,1780770437.74301,1780770439.102431,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cspell-dict-cpp,1780770439.113898,1780770447.471953,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
jsonschema,1780770447.472157,1780770448.700407,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
assert,1780770448.700577,1780770450.953343,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
VladDoc/model,1780770450.953517,1780770452.095606,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
counterfact,1780770452.095835,1780770453.307619,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
json-schema,1780770453.307787,1780770454.5366569,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
oribuild-linux-arm64,1780770454.536829,1780770455.7623549,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
modals,1780770455.76252,1780770457.3021061,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react,1780770457.30227,1780770458.445156,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
row,1780770458.445376,1780770459.707536,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
aws-graph,1780770459.707701,1780770461.397314,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
liftover,1780770461.397483,1780770462.523519,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
nekos-js,1780770462.523681,1780770463.548228,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
evaluators,1780770463.5483992,1780770464.8785658,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-prettier,1780770464.8787358,1780770466.41519,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
watcher,1780770466.4155369,1780770467.848611,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
apidi-plugin-hapi,1780770467.848795,1780770469.0772312,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
is-core-module,1780770469.077407,1780770470.7875142,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
de-cent-ts-linux-x64-gnu,1780770470.787675,1780770472.033695,828,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
wierdpkg,1780770472.033859,1780770473.2777002,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
snke,1780770473.277921,1780770474.498108,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
base112,1780770474.4982789,1780770476.14334,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
codecs,1780770476.143536,1780770477.3719091,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
github.com/ipld/go-car,1780770477.372082,1780770478.612958,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
imatrix-mobile-lib,1780770478.613148,1780770479.787246,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
typedarray,1780770479.787553,1780770481.0370932,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
is-executable,1780770481.037268,1780770482.696481,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson010101/5D8BVCv5pHnbBkv3K2WBj2eUCy2ERCuU3N8YQuyVu5MqDkSx_vgg,1780770482.696654,1780770483.9249432,876,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
hiu_auth,1780770483.925128,1780770485.769587,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
emoji-logger,1780770485.769761,1780770486.922515,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
github.com/go-zoox/i18n,1780770486.922679,1780770488.125932,828,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
execgem,1780770488.1261098,1780770489.454724,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tson-socket-stream,1780770489.4549,1780770490.581507,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
original,1780770490.581671,1780770492.209533,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tower-cli,1780770492.2097301,1780770493.346594,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
bootpag,1780770493.3467782,1780770494.576368,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
deep-equal,1780770494.5765362,1780770496.007725,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
clearly-fresh-sad-tail,1780770496.0078988,1780770497.171154,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
sabil-js-sdk,1780770497.171375,1780770498.465801,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770498.4659698,1780770500.003409,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
discord.js-sound,1780770500.0035782,1780770501.3329659,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-cvsdk-rules,1780770501.333121,1780770503.586644,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-ts,1780770503.5868201,1780770504.8141499,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
data-fns,1780770504.814332,1780770506.0437398,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
breadcrumbs,1780770506.043902,1780770507.375028,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
magnoli-types,1780770507.37522,1780770508.501088,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
icons,1780770508.5013068,1780770509.8302321,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
sizeof,1780770509.8303978,1780770511.060521,817,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
base,1780770511.060695,1780770513.1083782,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
zod,1780770513.1085482,1780770514.285853,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-think,1780770514.2860181,1780770515.493047,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
keep-frozen-web3-on,1780770515.49321,1780770516.692425,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
benchmarker,1780770516.692589,1780770517.816542,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-lemon,1780770517.816727,1780770518.945632,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
commitlint-config-angular,1780770518.945809,1780770520.1742039,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
swell-storefront,1780770520.174378,1780770521.298225,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
object-keys,1780770521.2984052,1780770522.5320609,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770522.532243,1780770524.372628,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
string.prototype.trim,1780770524.372807,1780770525.4835699,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
fs-routers,1780770525.4837399,1780770526.6262422,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
checkbox,1780770526.626412,1780770527.956363,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
core-i18n,1780770527.956535,1780770529.288959,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-ts,1780770529.289126,1780770530.478123,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
github.com/stripe/goproxy,1780770530.478289,1780770531.7474508,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
anteros-react,1780770531.747666,1780770532.9830751,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
alscontext,1780770532.98325,1780770534.202694,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
easyme,1780770534.2028658,1780770535.328985,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-mother,1780770535.329155,1780770536.607975,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
radio,1780770536.608186,1780770537.889191,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-react-native-wix,1780770537.889365,1780770539.016918,827,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
gulp-plugin-prettier,1780770539.017097,1780770540.1649659,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
vue-data-ui,1780770540.1651762,1780770541.473176,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
toobit-dev,1780770541.473405,1780770543.009127,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ryuu.js,1780770543.009296,1780770544.237996,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
syncopate,1780770544.238165,1780770545.569102,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ui,1780770545.569268,1780770547.002638,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
string.prototype.replaceall,1780770547.002796,1780770548.435871,827,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
kraken-dev,1780770548.4360461,1780770549.562751,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson010101/5CMfwZ6tMWNYa2VoSdXA5FS5X4sAkWaH3CNjA1rL78tNXNkn_vgg,1780770549.562923,1780770550.9614139,875,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
jancok1995,1780770550.96159,1780770552.431103,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
harmony-reflect,1780770552.431266,1780770553.6585112,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
pikd-utils,1780770553.6586912,1780770554.785352,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cuirk,1780770554.785505,1780770556.013942,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
editor,1780770556.014099,1780770557.132832,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
has-symbols,1780770557.1330078,1780770558.4727192,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
dictop,1780770558.472929,1780770559.903221,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
robocorp-flet-core,1780770559.903384,1780770561.1709309,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
uber,1780770561.1711009,1780770562.253272,817,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
confluent-schema-registry,1780770562.2534359,1780770563.7978802,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
core,1780770563.7980402,1780770565.0417511,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
curio,1780770565.041918,1780770566.253711,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
timeparser,1780770566.253921,1780770567.483695,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
fill-range,1780770567.4838731,1780770568.711325,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
gulp-sass-newer,1780770568.711518,1780770569.838629,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
wgstolest,1780770569.838811,1780770570.9526458,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
find-pkg-dir,1780770570.952808,1780770576.093175,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
wzhuan-utils,1780770576.093338,1780770577.313113,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
acolor,1780770577.3132968,1780770578.849167,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
altek-ui,1780770578.849341,1780770579.9752378,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-ricepo-base,1780770579.975401,1780770581.292164,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
crf-ui,1780770581.29234,1780770582.404785,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
lingora,1780770582.404955,1780770583.664052,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson011016/5DyFEkqTWRoH4zEAQDmmKH5vLYk3u7QFcyfAhWawtx3nc6Gu_vgg,1780770583.664238,1780770584.992714,875,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-vue,1780770584.9928908,1780770586.213467,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
gl-react-dom,1780770586.213696,1780770587.349843,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
icons,1780770587.350055,1780770588.474435,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ui,1780770588.474596,1780770589.600672,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cocreate-dnd,1780770589.600821,1780770591.036139,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-webkom,1780770591.036299,1780770592.0881028,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
up-test,1780770592.0882602,1780770593.39042,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
mark-back0,1780770593.390578,1780770594.61828,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770594.6184452,1780770595.844755,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
api,1780770595.844909,1780770596.989465,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-lwr,1780770596.989681,1780770598.172009,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
custom-error-class,1780770598.172183,1780770599.328993,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
oms-moddle-xml,1780770599.329172,1780770600.8069062,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
autocomplete-core,1780770600.807081,1780770602.175869,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tween.js,1780770602.176034,1780770604.347763,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
in-count-web3-every,1780770604.347938,1780770605.7805529,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
expo,1780770605.78073,1780770607.0087628,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-ate,1780770607.008936,1780770608.340609,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
is-boolean-object,1780770608.340773,1780770609.6681721,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cap-cli,1780770609.668334,1780770611.8620422,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
breadcrumb,1780770611.8622038,1780770613.050626,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770613.0508,1780770614.1770382,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
merge-options,1780770614.1772108,1780770615.405439,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
log,1780770615.4056058,1780770617.6552541,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
filigran-ui,1780770617.655435,1780770618.888237,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
forms,1780770618.888414,1780770620.117221,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
nforza.cyrus.typedids,1780770620.117402,1780770621.345186,827,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
zafrul-lib,1780770621.345345,1780770622.5730119,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
