package,start_time,end_time,input_tokens,output_tokens,model,raw
cspell-dict-es-es,1780771538.24167,1780771539.660017,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bbot,1780771539.660203,1780771541.0954602,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tria-sdk-web-dawn,1780771541.095638,1780771542.633483,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
qtoml,1780771542.633654,1780771544.440379,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
array.prototype.findlastindex,1780771544.440554,1780771546.259319,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ts-type-safe,1780771546.259493,1780771547.546518,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
crack-ux,1780771547.546707,1780771548.779876,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
create-deft,1780771548.7800488,1780771550.1059608,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
form,1780771550.106137,1780771551.437597,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
otp-input-react,1780771551.437769,1780771552.9738188,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ChrisWilson011016/5CAUJQcv9sYMqXwDE2rQuazZk1NwkLoGSknPBfvMUjocySY7_vgg,1780771552.973991,1780771554.611638,2404,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
chip,1780771554.611815,1780771555.860372,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
release,1780771555.86055,1780771557.175145,2351,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
jscore,1780771557.175324,1780771558.605772,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tokenizers-js,1780771558.605948,1780771559.834125,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cspell-dict-software-terms,1780771559.8342972,1780771561.165214,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/go-slash/captcha,1780771561.1654248,1780771562.2501,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
liusc-utils,1780771562.250266,1780771564.1350799,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
typenode,1780771564.135256,1780771565.364384,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ip2country,1780771565.364553,1780771566.593131,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-exo,1780771566.593303,1780771567.820585,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
nubomed-ui,1780771567.8207622,1780771569.152637,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-ow3,1780771569.152805,1780771570.3808692,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
stylelint-config-neon-order,1780771570.381043,1780771571.819242,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
extractous,1780771571.819412,1780771573.0442429,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
http-request,1780771573.044472,1780771574.4774349,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tanker-ts-i18n,1780771574.4775932,1780771575.543259,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vdkweb-utils,1780771575.5434282,1780771576.79884,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core,1780771576.7990122,1780771578.038816,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react,1780771578.0389838,1780771579.494823,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ui,1780771579.494996,1780771581.1340759,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/farseer-go/redis,1780771581.134238,1780771582.435812,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
kodiak2k,1780771582.435981,1780771583.696914,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
babel-preset-typescript,1780771583.6971478,1780771585.125786,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
fell-firm-add,1780771585.125958,1780771586.352291,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
api,1780771586.352469,1780771588.244968,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
xastscript,1780771588.245137,1780771589.5299919,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-ts,1780771589.530163,1780771590.862881,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
commons-compress,1780771590.863059,1780771592.0870268,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-api,1780771592.0872278,1780771593.8309371,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
mexc-test,1780771593.831109,1780771596.4950552,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gawk,1780771596.4952278,1780771598.1332648,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
safe-regex-test,1780771598.13342,1780771599.9745831,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
pytest-services,1780771599.974745,1780771602.044807,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tsconfig,1780771602.044977,1780771603.252505,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gith4ck,1780771603.2526588,1780771604.992668,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-utils,1780771604.992838,1780771611.341857,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
snsoft-lib,1780771611.342025,1780771612.468242,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
serializer,1780771612.468416,1780771614.0035388,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
color-plenty-lack9,1780771614.003708,1780771615.94152,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
FL33TW00D/whisper-medium,1780771615.941694,1780771617.178981,2364,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
http-i18n,1780771617.1791859,1780771618.407706,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-bigint,1780771618.407878,1780771624.244182,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
subscribe,1780771624.244351,1780771625.574496,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
base,1780771625.574667,1780771626.804319,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
deface,1780771626.804487,1780771628.032906,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
reflect.ownkeys,1780771628.033071,1780771629.4655411,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
deffy,1780771629.465709,1780771630.7962399,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
use-wallet-beta,1780771630.7964082,1780771632.025805,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
fate-cli,1780771632.025971,1780771633.356472,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
create-arnav-app,1780771633.356639,1780771634.688514,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-ao-legacy,1780771634.688687,1780771636.101333,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config,1780771636.1014981,1780771637.65574,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sp-sdk,1780771637.655921,1780771639.162081,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sgraph,1780771639.162248,1780771640.42338,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hic-iusto,1780771640.423551,1780771641.6487749,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771641.6489449,1780771643.085846,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-dom-factories,1780771643.0860171,1780771644.416357,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771644.416526,1780771645.8610299,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
0,1780771645.8611999,1780771647.174647,2351,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
import-sort-style-delicious,1780771647.1748512,1780771648.482291,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sqlite-xsv,1780771648.4824681,1780771649.843657,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-generator-function,1780771649.843833,1780771651.277013,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
thales-utils,1780771651.277181,1780771652.5049138,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
api,1780771652.505095,1780771653.734089,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cspell-dict-cpp,1780771653.734261,1780771655.0651982,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
jsonschema,1780771655.065373,1780771656.64885,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
assert,1780771656.649033,1780771658.4466681,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
VladDoc/model,1780771658.4468439,1780771660.902261,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
counterfact,1780771660.902431,1780771662.028676,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
json-schema,1780771662.0288389,1780771663.359515,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
oribuild-linux-arm64,1780771663.359688,1780771665.407326,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
modals,1780771665.4075,1780771666.6502872,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react,1780771666.6504629,1780771667.9684658,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
row,1780771667.9686458,1780771669.196854,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
aws-graph,1780771669.197027,1780771671.346574,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
liftover,1780771671.346737,1780771672.5756328,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
nekos-js,1780771672.575822,1780771673.804232,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
evaluators,1780771673.80443,1780771675.0326898,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-prettier,1780771675.032852,1780771676.261457,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
watcher,1780771676.261647,1780771678.412239,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
apidi-plugin-hapi,1780771678.412409,1780771679.52705,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-core-module,1780771679.527219,1780771682.11021,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
de-cent-ts-linux-x64-gnu,1780771682.110389,1780771683.430284,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
wierdpkg,1780771683.430449,1780771684.658834,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
snke,1780771684.659013,1780771686.196096,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
base112,1780771686.196267,1780771687.532161,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
codecs,1780771687.532331,1780771688.858476,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/ipld/go-car,1780771688.858654,1780771694.6937442,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
imatrix-mobile-lib,1780771694.6939242,1780771696.129357,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
typedarray,1780771696.129531,1780771697.866087,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-executable,1780771697.8662632,1780771699.8109472,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ChrisWilson010101/5D8BVCv5pHnbBkv3K2WBj2eUCy2ERCuU3N8YQuyVu5MqDkSx_vgg,1780771699.811124,1780771702.988361,2410,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hiu_auth,1780771702.988554,1780771704.24609,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
emoji-logger,1780771704.2462652,1780771706.982456,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/go-zoox/i18n,1780771706.9827242,1780771708.21066,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
execgem,1780771708.2108521,1780771709.543626,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tson-socket-stream,1780771709.543943,1780771710.873518,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
original,1780771710.873703,1780771712.0566342,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tower-cli,1780771712.056872,1780771713.535619,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bootpag,1780771713.5357819,1780771714.764692,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
deep-equal,1780771714.764863,1780771716.403424,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
clearly-fresh-sad-tail,1780771716.403662,1780771717.6379352,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sabil-js-sdk,1780771717.638117,1780771718.8889248,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771718.8891,1780771720.076621,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
discord.js-sound,1780771720.076791,1780771721.421964,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-cvsdk-rules,1780771721.422139,1780771722.6492229,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-ts,1780771722.6494138,1780771724.186378,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
data-fns,1780771724.186612,1780771725.720599,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
breadcrumbs,1780771725.720767,1780771727.868735,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
magnoli-types,1780771727.8689122,1780771729.1015759,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
icons,1780771729.1017978,1780771733.606071,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sizeof,1780771733.606236,1780771735.347667,2351,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
base,1780771735.347837,1780771736.677133,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
zod,1780771736.677312,1780771737.890489,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-think,1780771737.890666,1780771739.03223,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
keep-frozen-web3-on,1780771739.0324328,1780771740.3655171,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
benchmarker,1780771740.365695,1780771743.2313442,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-lemon,1780771743.231515,1780771744.49757,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
commitlint-config-angular,1780771744.497746,1780771746.098471,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
swell-storefront,1780771746.098697,1780771747.532537,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
object-keys,1780771747.5327091,1780771748.863295,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771748.863473,1780771750.193826,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
string.prototype.trim,1780771750.1940732,1780771751.7322922,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
fs-routers,1780771751.732466,1780771753.063585,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
checkbox,1780771753.063759,1780771755.5301912,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core-i18n,1780771755.5303621,1780771756.851795,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-ts,1780771756.851972,1780771757.978036,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/stripe/goproxy,1780771757.978276,1780771759.3349628,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
anteros-react,1780771759.335171,1780771760.7414029,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
alscontext,1780771760.741576,1780771761.855089,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
easyme,1780771761.8552582,1780771763.72433,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-mother,1780771763.7245,1780771764.901516,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
radio,1780771764.901685,1780771766.577627,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-react-native-wix,1780771766.577866,1780771770.039495,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gulp-plugin-prettier,1780771770.039669,1780771772.006237,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vue-data-ui,1780771772.00641,1780771773.2348192,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
toobit-dev,1780771773.2349901,1780771774.6670349,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ryuu.js,1780771774.667209,1780771776.101231,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
syncopate,1780771776.101408,1780771777.228001,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ui,1780771777.228174,1780771778.37109,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
string.prototype.replaceall,1780771778.371268,1780771780.1979132,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
kraken-dev,1780771780.198092,1780771781.4270341,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ChrisWilson010101/5CMfwZ6tMWNYa2VoSdXA5FS5X4sAkWaH3CNjA1rL78tNXNkn_vgg,1780771781.427207,1780771782.554126,2409,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
jancok1995,1780771782.554432,1780771783.880644,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
harmony-reflect,1780771783.880827,1780771785.0697432,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
pikd-utils,1780771785.069935,1780771786.136301,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cuirk,1780771786.136471,1780771787.672287,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
editor,1780771787.6724548,1780771788.842081,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
has-symbols,1780771788.8422458,1780771790.1136372,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
dictop,1780771790.113805,1780771791.461301,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
robocorp-flet-core,1780771791.4614642,1780771792.6719801,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
uber,1780771792.672159,1780771794.125345,2351,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
confluent-schema-registry,1780771794.125512,1780771795.81234,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core,1780771795.8125172,1780771797.502652,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
curio,1780771797.5028312,1780771799.346854,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
timeparser,1780771799.347029,1780771800.574492,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
fill-range,1780771800.5746639,1780771801.803831,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gulp-sass-newer,1780771801.8040059,1780771803.237979,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
wgstolest,1780771803.238164,1780771804.363235,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
find-pkg-dir,1780771804.363412,1780771806.616158,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
wzhuan-utils,1780771806.616439,1780771808.152074,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
acolor,1780771808.152242,1780771809.5857248,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
altek-ui,1780771809.585902,1780771810.8157,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-ricepo-base,1780771810.815873,1780771812.113583,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
crf-ui,1780771812.113765,1780771813.3867352,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
lingora,1780771813.3870158,1780771815.4224489,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ChrisWilson011016/5DyFEkqTWRoH4zEAQDmmKH5vLYk3u7QFcyfAhWawtx3nc6Gu_vgg,1780771815.422621,1780771816.856513,2409,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-vue,1780771816.8566852,1780771818.2877052,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gl-react-dom,1780771818.287894,1780771819.516507,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
icons,1780771819.516682,1780771820.952044,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ui,1780771820.9522219,1780771822.208514,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cocreate-dnd,1780771822.208692,1780771823.399141,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-webkom,1780771823.3993201,1780771824.741434,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
up-test,1780771824.741601,1780771826.27389,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
mark-back0,1780771826.274059,1780771827.608704,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771827.608897,1780771828.939211,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
api,1780771828.939384,1780771830.1678,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-lwr,1780771830.1679711,1780771831.6032681,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
custom-error-class,1780771831.603429,1780771832.7097511,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
oms-moddle-xml,1780771832.710228,1780771833.956764,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
autocomplete-core,1780771833.956964,1780771836.925975,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tween.js,1780771836.9261491,1780771838.257934,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
in-count-web3-every,1780771838.2581031,1780771839.442036,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
expo,1780771839.442202,1780771840.671417,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-ate,1780771840.671582,1780771844.401053,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-boolean-object,1780771844.401223,1780771845.63043,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cap-cli,1780771845.6305978,1780771846.7955258,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
breadcrumb,1780771846.795695,1780771848.190922,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771848.191106,1780771849.5471559,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
merge-options,1780771849.5473201,1780771851.019148,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
log,1780771851.019318,1780771852.389795,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
filigran-ui,1780771852.3899589,1780771853.719557,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
forms,1780771853.719726,1780771855.0511732,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
nforza.cyrus.typedids,1780771855.0513558,1780771856.7916002,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
zafrul-lib,1780771856.7917671,1780771858.122924,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tria-sdk-core,1780771858.123102,1780771859.54675,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ng-form-factory,1780771859.546929,1780771860.8886368,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-string,1780771860.888818,1780771862.530195,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ag-bundle,1780771862.530435,1780771864.1645162,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-chameleon,1780771864.164695,1780771865.394527,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
deepseek-client,1780771865.394699,1780771867.031552,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cornify,1780771867.031722,1780771869.284405,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cspell-dict-de-de,1780771869.2845812,1780771870.617342,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
simpli-ai-assistant-ui,1780771870.617582,1780771871.9465332,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-checkbox,1780771871.9467032,1780771873.587852,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
oren-v1-pack,1780771873.588018,1780771875.530624,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
beat-earn-web3-duty,1780771875.530796,1780771876.75965,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
assert,1780771876.759865,1780771877.988448,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
basic,1780771877.9886239,1780771884.212513,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
discord.js-setup,1780771884.212684,1780771885.505235,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
which-typed-array,1780771885.505413,1780771886.9999418,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
web-live-sdk,1780771887.000129,1780771888.144583,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ptipython,1780771888.1448221,1780771889.354625,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
tamalw-crack,1780771889.3547971,1780771890.686157,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
acryl-datahub-cloud,1780771890.686387,1780771893.116055,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
icons,1780771893.116261,1780771895.089956,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
